id,province,District_IDN,gdpc2010,gdpc2011,gdpc2012,gdpc2013,gdpc2014,gdpc2015,gdpc2016,gdpc2017,gdpc2018,gdpc2019,gdpc2020,gdpc2021,,,,,,,,
311,East Kalimantan,Mahakam Ulu," 1,145,033 "," 1,226,675 "," 1,350,082 "," 1,359,366 "," 1,426,530 "," 1,473,862 "," 1,524,135 "," 1,589,557 "," 1,675,319 "," 1,767,805 "," 1,763,933 "," 20,767,642 ",,,,,,,,
312,West Java,Majalengka," 12,883,188 "," 13,490,257 "," 14,307,427 "," 15,012,894 "," 15,750,655 "," 16,590,928 "," 17,591,793 "," 18,789,488 "," 20,006,879 "," 21,561,720 "," 21,754,535 "," 22,787,904 ",,,,,,,,
313,West Sulawesi,Majene," 2,075,030 "," 2,236,179 "," 2,401,042 "," 2,534,285 "," 2,669,800 "," 2,822,304 "," 2,992,318 "," 3,180,583 "," 3,373,362 "," 3,572,164 "," 3,522,822 "," 3,597,746 ",,,,,,,,
314,East Nusa Tenggara,Malaka," 1,210,729 "," 1,253,245 "," 1,312,588 "," 1,386,773 "," 1,457,214 "," 1,528,581 "," 1,605,274 "," 1,687,344 "," 1,773,640 "," 1,860,499 "," 1,879,143 "," 1,915,738 ",,,,,,,,
315,East Java,Malang," 41,342,862 "," 44,091,326 "," 47,075,964 "," 49,571,724 "," 52,550,417 "," 55,317,822 "," 58,247,345 "," 61,408,929 "," 64,819,045 "," 68,379,670 "," 66,545,473 "," 68,619,103 ",,,,,,,,
316,North Kalimantan,Malinau," 4,707,728 "," 4,894,692 "," 5,101,644 "," 5,691,020 "," 6,217,220 "," 6,449,005 "," 6,577,519 "," 6,971,531 "," 7,374,488 "," 7,849,495 "," 7,807,638 "," 8,159,294 ",,,,,,,,
317,Maluku,Maluku Barat Daya," 607,041 "," 641,342 "," 688,976 "," 732,570 "," 831,199 "," 841,627 "," 892,499 "," 946,842 "," 1,004,883 "," 1,065,109 "," 1,063,726 "," 1,270,170 ",,,,,,,,
318,Maluku,Maluku Tengah," 3,532,297 "," 3,723,094 "," 3,980,225 "," 4,167,896 "," 4,429,045 "," 4,666,261 "," 4,943,328 "," 5,230,455 "," 5,539,977 "," 5,863,228 "," 5,840,036 "," 6,033,666 ",,,,,,,,
319,Maluku,Maluku Tenggara," 1,166,818 "," 1,236,580 "," 1,323,969 "," 1,400,550 "," 1,487,036 "," 1,570,945 "," 1,660,713 "," 1,758,913 "," 1,862,197 "," 1,971,226 "," 1,966,827 "," 2,034,041 ",,,,,,,,
320,Maluku,Maluku Tenggara Barat," 980,554 "," 1,050,741 "," 1,127,429 "," 1,185,489 "," 1,262,251 "," 1,338,343 "," 1,417,196 "," 1,500,791 "," 1,590,726 "," 1,685,816 "," 1,685,318 "," 1,749,807 ",,,,,,,,
321,West Sulawesi,Mamasa," 1,307,272 "," 1,404,128 "," 1,497,898 "," 1,573,262 "," 1,650,695 "," 1,761,840 "," 1,881,278 "," 1,995,426 "," 2,116,205 "," 2,240,362 "," 2,211,836 "," 2,256,109 ",,,,,,,,
322,Papua,Mamberamo Raya," 473,786 "," 533,248 "," 594,980 "," 649,545 "," 712,657 "," 786,064 "," 849,544 "," 904,347 "," 957,669 "," 1,013,951 "," 1,017,225 "," 1,029,867 ",,,,,,,,
323,Papua,Mamberamo Tengah," 366,681 "," 408,109 "," 475,014 "," 526,754 "," 573,089 "," 609,494 "," 644,351 "," 680,834 "," 715,595 "," 750,946 "," 758,149 "," 769,368 ",,,,,,,,
324,West Sulawesi,Mamuju," 4,164,030 "," 4,637,588 "," 5,097,710 "," 5,528,211 "," 6,012,403 "," 6,469,546 "," 6,974,983 "," 7,470,710 "," 7,921,239 "," 8,335,093 "," 8,143,996 "," 8,335,009 ",,,,,,,,
325,West Sulawesi,Mamuju Tengah," 1,286,378 "," 1,401,639 "," 1,520,156 "," 1,603,343 "," 1,698,376 "," 1,812,679 "," 1,902,194 "," 2,005,783 "," 2,120,421 "," 2,230,792 "," 2,207,932 "," 2,279,812 ",,,,,,,,
326,West Sulawesi,Mamuju Utara," 3,411,865 "," 3,931,211 "," 4,395,175 "," 4,757,693 "," 5,537,902 "," 6,014,620 "," 6,257,307 "," 6,655,775 "," 7,006,928 "," 7,315,336 "," 7,115,905 "," 7,384,670 ",,,,,,,,
327,North Sumatera,Mandailing Natal," 5,508,500 "," 5,844,309 "," 6,210,821 "," 6,606,444 "," 7,034,925 "," 7,471,718 "," 7,933,133 "," 8,416,496 "," 8,904,141 "," 9,376,465 "," 9,288,652 "," 9,585,899 ",,,,,,,,
328,East Nusa Tenggara,Manggarai," 1,918,078 "," 2,021,940 "," 2,128,578 "," 2,244,198 "," 2,358,864 "," 2,476,809 "," 2,602,833 "," 2,735,434 "," 2,874,675 "," 3,018,302 "," 2,991,317 "," 3,064,117 ",,,,,,,,
329,East Nusa Tenggara,Manggarai Barat," 1,512,762 "," 1,556,905 "," 1,616,460 "," 1,689,036 "," 1,757,868 "," 1,836,049 "," 1,925,390 "," 2,023,755 "," 2,129,514 "," 2,247,442 "," 2,267,583 "," 2,296,736 ",,,,,,,,
330,East Nusa Tenggara,Manggarai Timur," 1,286,598 "," 1,345,471 "," 1,426,237 "," 1,502,450 "," 1,581,649 "," 1,662,327 "," 1,747,253 "," 1,836,076 "," 1,927,956 "," 2,023,557 "," 2,040,013 "," 2,087,113 ",,,,,,,,
331,West Papua ,Manokwari," 4,131,905 "," 4,358,814 "," 4,233,729 "," 4,674,189 "," 5,076,037 "," 5,449,616 "," 5,844,724 "," 6,256,363 "," 6,579,067 "," 6,815,964 "," 6,388,756 "," 6,624,674 ",,,,,,,,
332,West Papua ,Manokwari Selatan, - , - ," 411,086 "," 433,285 "," 458,418 "," 479,460 "," 502,570 "," 524,895 "," 548,389 "," 595,221 "," 578,446 "," 585,579 ",,,,,,,,
333,Papua,Mappi," 1,081,636 "," 1,134,226 "," 1,199,346 "," 1,261,827 "," 1,366,024 "," 1,459,655 "," 1,560,701 "," 1,670,468 "," 1,775,917 "," 1,884,399 "," 1,860,729 "," 1,897,018 ",,,,,,,,
334,South Sulawesi ,Maros," 7,315,450 "," 8,137,588 "," 9,044,514 "," 9,612,262 "," 10,066,824 "," 10,916,729 "," 11,953,999 "," 12,768,318 "," 13,558,738 "," 13,726,283 "," 12,233,659 "," 12,400,617 ",,,,,,,,
335,West Papua ,Maybrat," 288,031 "," 299,410 "," 312,617 "," 329,023 "," 349,839 "," 369,120 "," 392,746 "," 418,492 "," 444,035 "," 468,190 "," 462,339 "," 467,690 ",,,,,,,,
336,West Kalimantan,Melawi," 2,206,012 "," 2,300,215 "," 2,443,379 "," 2,561,910 "," 2,683,210 "," 2,809,295 "," 2,942,746 "," 3,081,202 "," 3,242,894 "," 3,385,816 "," 3,348,107 "," 3,500,136 ",,,,,,,,
337,Jambi,Merangin," 5,829,192 "," 6,251,806 "," 6,649,791 "," 7,078,931 "," 7,583,449 "," 7,992,841 "," 8,489,685 "," 8,947,144 "," 9,388,237 "," 9,787,464 "," 9,863,652 "," 10,380,348 ",,,,,,,,
338,Papua,Merauke," 5,393,465 "," 5,718,585 "," 6,133,228 "," 6,654,125 "," 7,169,283 "," 7,662,491 "," 8,249,368 "," 8,864,810 "," 9,583,662 "," 10,307,373 "," 10,209,567 "," 10,359,466 ",,,,,,,,
339,Lampung,Mesuji," 4,370,085 "," 4,585,332 "," 4,840,754 "," 5,139,856 "," 5,432,257 "," 5,716,226 "," 6,008,002 "," 6,320,643 "," 6,655,528 "," 7,005,862 "," 6,911,118 "," 7,107,313 ",,,,,,,,
340,Papua,Mimika," 62,645,717 "," 52,396,570 "," 49,348,075 "," 54,028,312 "," 53,731,052 "," 57,214,520 "," 64,942,380 "," 67,336,614 "," 74,249,680 "," 45,651,025 "," 50,871,588 "," 69,619,713 ",,,,,,,,
341,North Sulawesi ,Minahasa," 6,888,256 "," 7,317,099 "," 7,794,591 "," 8,277,510 "," 8,806,209 "," 9,349,470 "," 9,915,909 "," 10,517,441 "," 11,159,065 "," 11,805,487 "," 11,685,361 "," 20,905,989 ",,,,,,,,
342,North Sulawesi ,Minahasa Selatan," 3,649,941 "," 3,789,757 "," 4,022,085 "," 4,287,794 "," 4,575,078 "," 4,863,501 "," 5,110,815 "," 5,444,337 "," 5,775,770 "," 6,120,453 "," 6,073,028 "," 14,032,621 ",,,,,,,,
343,North Sulawesi ,Minahasa Tenggara," 2,131,968 "," 2,234,172 "," 2,375,259 "," 2,527,706 "," 2,693,963 "," 2,863,530 "," 3,044,362 "," 3,238,028 "," 3,432,323 "," 3,637,719 "," 3,614,410 "," 10,549,001 ",,,,,,,,
344,North Sulawesi ,Minahasa Utara," 5,164,568 "," 5,516,996 "," 5,909,893 "," 6,318,071 "," 6,791,620 "," 7,269,077 "," 7,781,694 "," 8,288,058 "," 8,819,578 "," 9,379,228 "," 9,295,281 "," 46,128,991 ",,,,,,,,
345,East Java,Mojokerto," 34,147,054 "," 36,405,767 "," 39,047,317 "," 41,608,427 "," 44,291,995 "," 46,792,327 "," 49,360,594 "," 52,187,821 "," 55,256,608 "," 58,467,148 "," 57,818,423 "," 60,198,699 ",,,,,,,,
346,Central Sulawesi  ,Morowali," 3,370,768 "," 4,101,979 "," 5,011,999 "," 6,203,582 "," 6,208,893 "," 10,419,752 "," 11,714,403 "," 13,363,839 "," 28,358,402 "," 34,102,749 "," 43,902,294 "," 44,236,766 ",,,,,,,,
347,Central Sulawesi  ,Morowali Utara," 3,212,976 "," 3,871,375 "," 4,593,790 "," 5,447,597 "," 5,472,561 "," 5,867,309 "," 6,205,261 "," 6,578,530 "," 7,691,893 "," 8,090,233 "," 8,071,784 "," 4,819,885 ",,,,,,,,
348,South Sumatera,Muara Enim," 21,696,029 "," 24,359,396 "," 26,374,751 "," 28,158,761 "," 29,041,805 "," 31,254,503 "," 33,372,447 "," 35,761,989 "," 38,854,437 "," 41,581,529 "," 41,594,540 "," 44,236,766 ",,,,,,,,
349,Jambi,Muaro Jambi," 9,348,168 "," 10,134,022 "," 10,866,516 "," 11,643,599 "," 12,578,253 "," 13,238,011 "," 13,964,192 "," 14,655,059 "," 15,389,568 "," 16,126,716 "," 16,183,857 "," 16,825,148 ",,,,,,,,
350,Bengkulu,Mukomuko," 2,030,152 "," 2,146,562 "," 2,280,578 "," 2,425,616 "," 2,571,338 "," 2,713,894 "," 2,865,597 "," 3,014,864 "," 3,166,013 "," 3,325,258 "," 3,327,345 "," 3,438,683 ",,,,,,,,
351,South East Sulawesi ,Muna," 3,783,703 "," 4,091,086 "," 4,412,369 "," 4,706,940 "," 3,829,790 "," 4,103,776 "," 4,353,331 "," 4,572,073 "," 4,808,111 "," 5,068,037 "," 5,068,449 "," 5,228,746 ",,,,,,,,
352,South East Sulawesi ,Muna Barat, - , - , - , - ," 1,326,541 "," 1,433,663 "," 1,537,091 "," 1,618,722 "," 1,725,893 "," 1,843,099 "," 1,850,884 "," 1,924,088 ",,,,,,,,
353,Central Kalimantan,Murung Raya," 3,379,392 "," 3,639,679 "," 3,887,841 "," 4,140,133 "," 4,382,508 "," 4,684,225 "," 4,953,891 "," 5,244,659 "," 5,538,869 "," 5,868,031 "," 5,724,088 "," 5,706,508 ",,,,,,,,
354,South Sumatera,Musi Banyuasin," 31,753,929 "," 32,904,809 "," 35,290,936 "," 36,683,309 "," 38,397,525 "," 39,278,559 "," 40,128,976 "," 41,341,255 "," 42,670,207 "," 44,620,400 "," 44,604,660 "," 46,128,991 ",,,,,,,,
355,South Sumatera,Musi Rawas," 9,062,375 "," 9,167,471 "," 9,245,287 "," 9,788,566 "," 10,510,076 "," 11,049,704 "," 11,629,973 "," 12,214,770 "," 12,921,706 "," 13,680,637 "," 13,712,553 "," 14,032,621 ",,,,,,,,
356,South Sumatera,Musi Rawas Utara," 3,807,452 "," 4,001,169 "," 4,104,389 "," 4,190,448 "," 4,606,176 "," 4,760,112 "," 4,888,804 "," 5,116,027 "," 5,331,251 "," 5,552,591 "," 5,573,365 "," 5,706,508 ",,,,,,,,
357,Papua,Nabire," 4,098,479 "," 4,392,553 "," 4,723,159 "," 5,161,206 "," 5,530,231 "," 5,946,203 "," 6,350,071 "," 6,737,171 "," 7,124,941 "," 7,457,289 "," 7,355,884 "," 7,655,169 ",,,,,,,,
358,Aceh,Nagan Raya," 4,573,878 "," 4,693,588 "," 4,867,307 "," 5,032,698 "," 5,204,812 "," 5,422,070 "," 5,641,779 "," 5,864,576 "," 6,116,409 "," 6,530,497 "," 6,749,947 "," 7,037,421 ",,,,,,,,
359,East Nusa Tenggara,Nagekeo," 917,295 "," 957,727 "," 1,000,189 "," 1,045,601 "," 1,093,552 "," 1,143,940 "," 1,196,136 "," 1,253,904 "," 1,313,440 "," 1,371,266 "," 1,378,043 "," 1,406,750 ",,,,,,,,
360,Riau Islands,Natuna," 11,243,936 "," 11,534,201 "," 12,437,319 "," 13,009,832 "," 13,585,407 "," 14,115,266 "," 14,538,929 "," 14,665,423 "," 15,036,091 "," 15,299,355 "," 14,642,750 "," 14,645,400 ",,,,,,,,
361,Papua,Nduga," 358,295 "," 407,150 "," 473,518 "," 526,841 "," 576,780 "," 621,272 "," 663,066 "," 711,120 "," 751,960 "," 788,338 "," 793,769 "," 815,251 ",,,,,,,,
362,East Nusa Tenggara,Ngada," 1,465,146 "," 1,545,728 "," 1,641,787 "," 1,725,296 "," 1,808,628 "," 1,893,450 "," 1,991,671 "," 2,094,624 "," 2,199,288 "," 2,309,363 "," 2,310,191 "," 2,336,240 ",,,,,,,,
363,East Java,Nganjuk," 11,405,446 "," 12,061,174 "," 12,766,978 "," 13,455,993 "," 14,142,880 "," 14,875,351 "," 15,661,814 "," 16,485,624 "," 17,373,258 "," 18,304,205 "," 17,990,365 "," 18,640,685 ",,,,,,,,
364,East Java,Ngawi," 8,456,701 "," 8,973,260 "," 9,568,215 "," 10,094,007 "," 10,680,976 "," 11,223,116 "," 11,807,561 "," 12,406,435 "," 13,052,301 "," 13,710,886 "," 13,479,742 "," 13,823,456 ",,,,,,,,
365,North Sumatera,Nias," 1,562,117 "," 1,671,211 "," 1,776,049 "," 1,888,759 "," 1,997,750 "," 2,108,036 "," 2,214,153 "," 2,325,014 "," 2,440,159 "," 2,563,028 "," 2,609,140 "," 2,666,855 ",,,,,,,,
366,North Sumatera,Nias Barat," 777,765 "," 823,937 "," 877,934 "," 923,285 "," 973,757 "," 1,024,926 "," 1,074,476 "," 1,126,195 "," 1,179,915 "," 1,236,729 "," 1,257,279 "," 1,285,700 ",,,,,,,,
367,North Sumatera,Nias Selatan," 2,802,768 "," 2,923,111 "," 3,074,457 "," 3,217,400 "," 3,356,389 "," 3,505,189 "," 3,659,768 "," 3,826,617 "," 4,018,741 "," 4,221,037 "," 4,246,834 "," 4,332,626 ",,,,,,,,
368,North Sumatera,Nias Utara," 1,451,674 "," 1,549,732 "," 1,645,926 "," 1,750,246 "," 1,853,285 "," 1,954,122 "," 2,043,913 "," 2,134,490 "," 2,228,746 "," 2,332,436 "," 2,369,358 "," 2,417,196 ",,,,,,,,
369,North Kalimantan,Nunukan," 8,721,438 "," 9,520,796 "," 10,373,325 "," 11,183,818 "," 12,299,816 "," 12,630,457 "," 13,088,621 "," 13,976,751 "," 14,854,588 "," 15,861,820 "," 15,708,371 "," 16,342,236 ",,,,,,,,
370,South Sumatera,Ogan Ilir," 4,407,122 "," 4,740,501 "," 5,121,358 "," 5,492,925 "," 5,858,661 "," 6,118,421 "," 6,432,457 "," 6,763,040 "," 7,113,262 "," 7,482,609 "," 7,492,938 "," 7,769,743 ",,,,,,,,
371,South Sumatera,Ogan Komering Ilir," 12,492,887 "," 13,354,396 "," 14,230,588 "," 15,135,833 "," 15,902,815 "," 16,667,049 "," 17,412,458 "," 18,301,922 "," 19,205,727 "," 20,180,568 "," 20,228,214 "," 20,905,989 ",,,,,,,,
372,South Sumatera,Ogan Komering Ulu," 6,629,769 "," 7,007,377 "," 7,376,007 "," 7,704,610 "," 7,987,733 "," 8,230,963 "," 8,556,797 "," 8,904,371 "," 9,339,334 "," 9,867,729 "," 9,866,721 "," 10,116,558 ",,,,,,,,
373,South Sumatera,Ogan Komering Ulu Selatan," 3,663,702 "," 3,854,386 "," 4,056,975 "," 4,267,954 "," 4,503,085 "," 4,707,443 "," 4,951,559 "," 5,175,052 "," 5,436,556 "," 5,712,922 "," 5,734,087 "," 5,974,137 ",,,,,,,,
374,South Sumatera,Ogan Komering Ulu Timur," 6,096,981 "," 6,485,138 "," 6,951,884 "," 7,435,450 "," 7,821,860 "," 8,294,869 "," 8,806,819 "," 9,103,285 "," 9,493,389 "," 10,043,968 "," 10,081,032 "," 10,549,001 ",,,,,,,,
375,East Java,Pacitan," 6,817,397 "," 7,246,187 "," 7,705,011 "," 8,157,590 "," 8,582,201 "," 9,019,541 "," 9,489,690 "," 9,962,505 "," 10,507,367 "," 11,040,775 "," 10,837,866 "," 11,107,402 ",,,,,,,,
376,North Sumatera,Padang Lawas," 4,730,403 "," 5,020,056 "," 5,332,021 "," 5,659,618 "," 5,997,314 "," 6,341,529 "," 6,725,983 "," 7,110,251 "," 7,534,296 "," 7,959,305 "," 8,053,495 "," 8,362,135 ",,,,,,,,
377,North Sumatera,Padang Lawas Utara," 4,865,142 "," 5,199,649 "," 5,531,488 "," 5,871,514 "," 6,228,348 "," 6,598,599 "," 6,991,662 "," 7,378,984 "," 7,791,052 "," 8,228,453 "," 8,322,506 "," 8,593,639 ",,,,,,,,
378,West Sumatera,Padang Pariaman," 8,269,850 "," 8,754,039 "," 9,273,827 "," 9,848,845 "," 10,444,264 "," 11,085,451 "," 11,697,040 "," 12,350,187 "," 13,021,888 "," 13,334,925 "," 11,939,479 "," 12,195,748 ",,,,,,,,
379,North Sumatera,Pakpak Bharat," 506,986 "," 537,566 "," 569,861 "," 603,548 "," 639,390 "," 677,433 "," 717,891 "," 760,553 "," 805,009 "," 852,299 "," 850,790 "," 872,403 ",,,,,,,,
380,East Java,Pamekasan," 6,994,188 "," 7,429,359 "," 7,894,002 "," 8,375,222 "," 8,846,162 "," 9,316,857 "," 9,815,774 "," 10,310,242 "," 10,872,940 "," 11,407,360 "," 11,117,620 "," 11,496,236 ",,,,,,,,
381,Banten,Pandeglang," 12,279,542 "," 12,984,402 "," 13,738,882 "," 14,387,883 "," 15,097,105 "," 15,974,129 "," 16,855,619 "," 17,866,428 "," 18,812,932 "," 19,644,125 "," 19,511,680 "," 20,116,898 ",,,,,,,,
382,West Java,Pangandaran," 4,978,271 "," 5,194,128 "," 5,463,154 "," 5,733,329 "," 5,973,549 "," 6,271,096 "," 6,602,733 "," 6,939,637 "," 7,308,733 "," 7,742,868 "," 7,738,968 "," 8,022,781 ",,,,,,,,
383,South Sulawesi ,Pangkajene dan Kepulauan," 8,652,628 "," 9,503,814 "," 10,288,642 "," 11,248,479 "," 12,419,763 "," 13,367,009 "," 14,477,292 "," 15,433,504 "," 16,168,906 "," 17,205,165 "," 16,915,231 "," 17,500,610 ",,,,,,,,
384,Papua,Paniai," 1,728,666 "," 1,799,804 "," 1,913,807 "," 2,046,933 "," 2,224,751 "," 2,443,273 "," 2,607,585 "," 2,731,720 "," 2,909,103 "," 3,020,871 "," 3,034,644 "," 3,084,088 ",,,,,,,,
385,Central Sulawesi  ,Parigi Moutong," 7,188,257 "," 7,709,224 "," 8,249,944 "," 8,839,460 "," 9,411,147 "," 10,077,884 "," 10,585,899 "," 11,143,766 "," 11,424,820 "," 11,676,770 "," 11,098,504 "," 5,974,137 ",,,,,,,,
386,West Sumatera,Pasaman," 3,857,999 "," 4,064,884 "," 4,308,990 "," 4,559,626 "," 4,827,486 "," 5,085,321 "," 5,342,904 "," 5,614,285 "," 5,893,340 "," 6,176,326 "," 6,122,756 "," 6,327,967 ",,,,,,,,
387,West Sumatera,Pasaman Barat," 6,939,844 "," 7,379,221 "," 7,846,457 "," 8,348,900 "," 8,853,519 "," 9,357,817 "," 9,857,619 "," 10,384,392 "," 10,925,626 "," 11,411,831 "," 11,258,351 "," 11,675,977 ",,,,,,,,
388,East Kalimantan,Paser," 27,130,784 "," 29,383,234 "," 31,160,226 "," 33,281,215 "," 34,782,536 "," 34,472,875 "," 32,755,516 "," 33,137,651 "," 34,362,055 "," 35,734,749 "," 34,712,068 "," 10,116,558 ",,,,,,,,
389,East Java,Pasuruan," 61,178,344 "," 65,271,574 "," 70,167,074 "," 75,043,969 "," 80,105,374 "," 84,415,720 "," 89,011,178 "," 94,101,981 "," 99,489,359 "," 105,289,182 "," 103,152,797 "," 107,630,268 ",,,,,,,,
390,Central Java,Pati," 18,782,547 "," 19,893,325 "," 21,072,329 "," 22,329,694 "," 23,365,214 "," 24,770,325 "," 26,130,205 "," 27,612,446 "," 29,189,879 "," 30,885,379 "," 30,527,473 "," 31,559,079 ",,,,,,,,
391,West Papua ,Pegunungan Arfak, - , - ," 93,066 "," 97,156 "," 106,001 "," 113,070 "," 116,637 "," 120,556 "," 133,354 "," 142,569 "," 151,225 "," 158,113 ",,,,,,,,
392,Papua,Pegunungan Bintang," 839,276 "," 888,450 "," 943,964 "," 1,005,507 "," 1,069,462 "," 1,132,976 "," 1,206,509 "," 1,279,446 "," 1,345,971 "," 1,409,835 "," 1,408,476 "," 1,444,533 ",,,,,,,,
393,Central Java,Pekalongan," 10,254,315 "," 10,834,201 "," 11,354,850 "," 12,034,806 "," 12,630,369 "," 13,234,564 "," 13,921,652 "," 14,679,129 "," 15,525,051 "," 16,356,351 "," 16,047,512 "," 16,615,066 ",,,,,,,,
394,Riau,Pelalawan," 23,797,161 "," 25,161,103 "," 25,920,879 "," 27,360,639 "," 29,058,309 "," 29,774,302 "," 30,654,217 "," 31,899,178 "," 33,056,062 "," 34,338,550 "," 35,110,424 "," 36,538,811 ",,,,,,,,
395,Central Java,Pemalang," 11,282,196 "," 11,847,199 "," 12,477,235 "," 13,172,064 "," 13,898,669 "," 14,673,696 "," 15,469,801 "," 16,336,984 "," 17,265,889 "," 18,267,200 "," 18,155,597 "," 18,933,195 ",,,,,,,,
396,East Kalimantan,Penajam Paser Utara," 4,599,915 "," 5,452,175 "," 5,771,012 "," 6,201,814 "," 6,373,235 "," 6,382,225 "," 6,351,932 "," 6,506,882 "," 6,590,449 "," 6,762,580 "," 6,604,620 "," 46,128,991 ",,,,,,,,
397,South Sumatera,Penukal Abab Lematang Ilir," 3,039,108 "," 3,124,550 "," 3,352,716 "," 3,577,674 "," 3,577,350 "," 3,736,265 "," 3,930,141 "," 4,164,804 "," 4,430,554 "," 4,703,603 "," 4,716,955 "," 4,819,885 ",,,,,,,,
398,Lampung,Pesawaran," 7,120,091 "," 7,513,109 "," 7,954,316 "," 8,447,694 "," 8,920,055 "," 9,368,564 "," 9,843,453 "," 10,336,515 "," 10,858,916 "," 11,402,094 "," 11,258,774 "," 11,493,293 ",,,,,,,,
399,Lampung,Pesisir Barat, - , - ," 2,165,799 "," 2,285,815 "," 2,402,314 "," 2,520,889 "," 2,654,543 "," 2,795,954 "," 2,944,882 "," 3,106,109 "," 3,069,605 "," 3,132,699 ",,,,,,,,
400,West Sumatera,Pesisir Selatan," 5,894,434 "," 6,234,822 "," 6,597,446 "," 6,986,968 "," 7,392,536 "," 7,816,214 "," 8,232,593 "," 8,678,053 "," 9,139,972 "," 9,576,664 "," 9,470,783 "," 9,788,460 ",,,,,,,,
401,Aceh,Pidie," 5,329,054 "," 5,550,233 "," 5,801,221 "," 6,046,953 "," 6,290,579 "," 6,594,085 "," 6,849,960 "," 7,152,962 "," 7,450,405 "," 7,780,358 "," 7,770,641 "," 7,975,099 ",,,,,,,,
402,Aceh,Pidie Jaya," 1,765,904 "," 1,838,922 "," 1,918,491 "," 2,005,779 "," 2,078,513 "," 2,179,211 "," 2,259,853 "," 2,390,844 "," 2,501,506 "," 2,603,589 "," 2,583,128 "," 2,635,518 ",,,,,,,,
403,South Sulawesi ,Pinrang," 6,595,391 "," 7,104,141 "," 7,708,899 "," 8,269,612 "," 8,940,485 "," 9,677,334 "," 10,397,106 "," 11,212,624 "," 11,987,444 "," 12,770,079 "," 12,826,452 "," 13,472,493 ",,,,,,,,
404,Gorontalo,Pohuwato," 2,535,303 "," 2,715,449 "," 2,919,369 "," 3,143,289 "," 3,372,704 "," 3,577,847 "," 3,815,577 "," 4,074,279 "," 4,338,085 "," 4,610,486 "," 4,602,329 "," 4,704,126 ",,,,,,,,
405,West Sulawesi,Polewali Mandar," 4,939,256 "," 5,405,418 "," 5,885,177 "," 6,311,086 "," 6,772,589 "," 7,254,311 "," 7,784,967 "," 8,330,454 "," 8,846,184 "," 9,390,943 "," 9,242,324 "," 9,414,895 ",,,,,,,,
406,East Java,Ponorogo," 8,961,481 "," 9,472,173 "," 10,038,389 "," 10,554,461 "," 11,104,536 "," 11,687,865 "," 12,305,652 "," 12,933,449 "," 13,615,232 "," 14,297,100 "," 14,168,621 "," 14,619,969 ",,,,,,,,
407,,Pontianak,,,,,,,,,,,,,,,,,,,,
408,Central Sulawesi  ,Poso," 3,575,038 "," 3,843,870 "," 4,134,768 "," 4,450,517 "," 4,766,589 "," 5,106,206 "," 5,413,903 "," 5,744,155 "," 6,098,165 "," 6,476,402 "," 6,221,156 "," 13,037,365 ",,,,,,,,
409,Lampung,Pringsewu," 4,748,220 "," 5,042,603 "," 5,367,487 "," 5,712,839 "," 6,041,410 "," 6,356,990 "," 6,677,349 "," 7,018,698 "," 7,370,494 "," 7,741,503 "," 7,647,662 "," 7,870,042 ",,,,,,,,
410,East Java,Probolinggo," 15,028,135 "," 15,912,461 "," 16,936,763 "," 17,808,887 "," 18,682,209 "," 19,570,993 "," 20,504,087 "," 21,418,247 "," 22,374,574 "," 23,395,251 "," 22,898,239 "," 23,664,388 ",,,,,,,,
411,Central Kalimantan,Pulang Pisau," 1,935,894 "," 2,042,891 "," 2,174,859 "," 2,322,635 "," 2,490,476 "," 2,682,572 "," 2,845,265 "," 3,011,275 "," 3,190,170 "," 3,393,130 "," 3,484,013 "," 7,769,743 ",,,,,,,,
412,North Maluku ,Pulau Morotai," 617,704 "," 645,400 "," 687,179 "," 728,722 "," 773,862 "," 821,322 "," 872,948 "," 927,176 "," 989,167 "," 1,031,740 "," 1,052,456 "," 1,073,913 ",,,,,,,,
413,North Maluku ,Pulau Taliabu," 543,179 "," 576,470 "," 612,557 "," 649,583 "," 687,869 "," 726,534 "," 767,885 "," 808,594 "," 906,040 "," 989,630 "," 996,249 "," 1,123,141 ",,,,,,,,
414,Papua,Puncak," 434,005 "," 457,085 "," 492,643 "," 537,928 "," 588,482 "," 643,977 "," 691,085 "," 737,195 "," 786,718 "," 824,466 "," 825,112 "," 830,870 ",,,,,,,,
415,Papua,Puncak Jaya," 684,335 "," 698,381 "," 729,369 "," 763,301 "," 796,887 "," 855,809 "," 895,163 "," 928,544 "," 970,469 "," 1,010,150 "," 969,317 "," 981,029 ",,,,,,,,
416,Central Java,Purbalingga," 10,858,632 "," 11,474,221 "," 12,138,445 "," 12,778,311 "," 13,397,713 "," 14,130,612 "," 14,816,430 "," 15,612,286 "," 16,458,708 "," 17,387,611 "," 17,182,874 "," 17,731,438 ",,,,,,,,
417,West Java,Purwakarta," 28,016,617 "," 29,893,015 "," 31,934,340 "," 34,216,420 "," 36,177,320 "," 37,899,015 "," 40,169,896 "," 42,239,298 "," 44,341,652 "," 46,278,213 "," 45,293,243 "," 46,840,149 ",,,,,,,,
418,Central Java,Purworejo," 8,513,491 "," 8,993,814 "," 9,406,243 "," 9,870,970 "," 10,312,938 "," 10,862,646 "," 11,421,552 "," 12,023,780 "," 12,664,976 "," 13,353,336 "," 13,138,294 "," 13,573,470 ",,,,,,,,
