id,province,District_IDN,gdpc2010,gdpc2011,gdpc2012,gdpc2013,gdpc2014,gdpc2015,gdpc2016,gdpc2017,gdpc2018,gdpc2019,gdpc2020,gdpc2021,,,,,,,,
102,West Papua ,Fakfak," 1,972,123 "," 2,084,180 "," 2,246,603 "," 2,436,275 "," 2,611,541 "," 2,801,967 "," 2,948,829 "," 3,159,028 "," 3,367,230 "," 3,545,308 "," 3,440,577 "," 3,474,011 ",,,,,,,,
103,East Nusa Tenggara,Flores Timur," 2,324,445 "," 2,429,253 "," 2,536,430 "," 2,658,761 "," 2,787,339 "," 2,915,832 "," 3,045,559 "," 3,182,457 "," 3,333,448 "," 3,493,517 "," 3,498,471 "," 3,522,549 ",,,,,,,,
104,West Java,Garut," 25,465,222 "," 26,726,850 "," 27,815,341 "," 29,138,482 "," 30,541,631 "," 31,919,059 "," 33,803,539 "," 35,464,912 "," 37,225,155 "," 39,092,492 "," 38,598,433 "," 39,981,191 ",,,,,,,,
105,Aceh,Gayo Lues," 1,389,537 "," 1,452,757 "," 1,531,659 "," 1,590,760 "," 1,652,369 "," 1,717,273 "," 1,788,140 "," 1,872,227 "," 1,896,150 "," 1,920,005 "," 1,936,869 "," 1,981,879 ",,,,,,,,
106,Bali,Gianyar," 10,902,884 "," 11,682,131 "," 12,508,663 "," 13,361,397 "," 14,269,423 "," 15,168,553 "," 16,125,358 "," 17,005,121 "," 18,027,092 "," 19,040,901 "," 17,442,442 "," 17,258,767 ",,,,,,,,
107,Gorontalo,Gorontalo," 4,820,742 "," 5,193,086 "," 5,594,793 "," 6,027,132 "," 6,495,462 "," 6,905,441 "," 7,362,443 "," 7,861,953 "," 8,349,313 "," 8,868,730 "," 8,867,720 "," 9,083,620 ",,,,,,,,
108,Gorontalo,Gorontalo Utara," 1,250,045 "," 1,337,545 "," 1,432,877 "," 1,535,437 "," 1,645,679 "," 1,765,874 "," 1,896,420 "," 2,036,906 "," 2,177,967 "," 2,325,474 "," 2,325,057 "," 2,376,375 ",,,,,,,,
109,South Sulawesi ,Gowa," 7,132,479 "," 7,664,513 "," 8,289,113 "," 9,070,002 "," 9,720,170 "," 10,380,219 "," 11,166,022 "," 11,971,359 "," 12,825,808 "," 13,783,115 "," 14,025,756 "," 15,043,696 ",,,,,,,,
110,East Java,Gresik," 59,068,639 "," 62,898,691 "," 67,248,792 "," 71,314,179 "," 76,336,048 "," 81,380,444 "," 85,850,108 "," 90,855,603 "," 96,131,613 "," 101,346,548 "," 97,616,602 "," 101,318,686 ",,,,,,,,
111,Central Java,Grobogan," 12,766,022 "," 13,172,712 "," 13,842,047 "," 14,474,729 "," 15,064,457 "," 15,962,619 "," 16,682,630 "," 17,659,254 "," 18,688,571 "," 19,692,631 "," 19,383,027 "," 20,115,534 ",,,,,,,,
112,Special Region Yogyakarta ,Gunung Kidul," 8,848,038 "," 9,248,011 "," 9,695,980 "," 10,177,433 "," 10,639,792 "," 11,152,363 "," 11,696,156 "," 12,281,558 "," 12,914,941 "," 13,605,075 "," 13,512,439 "," 14,230,139 ",,,,,,,,
113,Central Kalimantan,Gunung Mas," 1,944,387 "," 2,072,078 "," 2,202,329 "," 2,353,542 "," 2,504,470 "," 2,678,716 "," 2,866,190 "," 3,056,181 "," 3,266,085 "," 3,501,669 "," 3,620,429 "," 3,604,939 ",,,,,,,,
114,North Maluku ,Halmahera Barat," 942,544 "," 999,335 "," 1,058,317 "," 1,119,686 "," 1,180,139 "," 1,246,254 "," 1,310,142 "," 1,375,674 "," 1,444,818 "," 1,521,861 "," 1,530,002 "," 1,548,383 ",,,,,,,,
115,North Maluku ,Halmahera Selatan," 2,258,752 "," 2,399,892 "," 2,562,624 "," 2,727,948 "," 2,908,534 "," 3,064,246 "," 3,238,569 "," 3,758,575 "," 4,338,829 "," 4,865,856 "," 5,723,961 "," 6,538,170 ",,,,,,,,
116,North Maluku ,Halmahera Tengah," 952,193 "," 1,002,259 "," 1,052,587 "," 1,108,318 "," 1,087,223 "," 1,134,431 "," 1,261,992 "," 1,335,188 "," 1,428,073 "," 1,518,908 "," 2,003,825 "," 5,247,035 ",,,,,,,,
117,North Maluku ,Halmahera Timur," 1,555,083 "," 1,663,183 "," 1,759,419 "," 1,861,975 "," 1,682,085 "," 1,784,896 "," 1,883,153 "," 2,018,231 "," 2,179,632 "," 2,291,772 "," 2,297,197 "," 2,502,360 ",,,,,,,,
118,North Maluku ,Halmahera Utara," 2,401,530 "," 2,544,288 "," 2,696,949 "," 2,832,854 "," 3,026,560 "," 3,220,475 "," 3,350,214 "," 3,571,925 "," 3,658,055 "," 3,754,687 "," 3,738,614 "," 3,854,409 ",,,,,,,,
119,South Kalimantan,Hulu Sungai Selatan," 2,842,095 "," 2,995,485 "," 3,155,163 "," 3,334,465 "," 3,527,587 "," 3,740,951 "," 3,968,568 "," 4,211,489 "," 4,470,254 "," 4,706,463 "," 4,650,232 "," 46,128,991 ",,,,,,,,
120,South Kalimantan,Hulu Sungai Tengah," 2,996,326 "," 3,175,364 "," 3,329,328 "," 3,523,288 "," 3,719,105 "," 3,946,886 "," 4,191,954 "," 4,431,992 "," 4,660,570 "," 4,882,209 "," 4,832,747 "," 20,767,642 ",,,,,,,,
121,South Kalimantan,Hulu Sungai Utara," 2,039,851 "," 2,170,793 "," 2,288,015 "," 2,410,138 "," 2,554,597 "," 2,690,886 "," 2,815,484 "," 2,977,886 "," 3,151,547 "," 3,325,247 "," 3,303,336 "," 5,974,137 ",,,,,,,,
122,North Sumatera,Humbang Hasundutan," 2,652,189 "," 2,762,128 "," 2,918,176 "," 3,085,198 "," 3,256,189 "," 3,406,802 "," 3,577,049 "," 3,756,661 "," 3,946,120 "," 4,141,097 "," 4,135,603 "," 4,219,138 ",,,,,,,,
123,Riau,Indragiri Hilir," 28,057,945 "," 30,066,529 "," 32,444,458 "," 34,769,508 "," 37,160,801 "," 37,923,472 "," 39,697,572 "," 41,491,371 "," 42,988,737 "," 44,774,868 "," 44,967,544 "," 46,950,369 ",,,,,,,,
124,Riau,Indragiri Hulu," 20,782,753 "," 21,874,124 "," 23,708,459 "," 25,180,130 "," 26,571,896 "," 25,791,527 "," 26,742,942 "," 27,807,309 "," 28,778,036 "," 29,866,425 "," 29,831,955 "," 31,102,981 ",,,,,,,,
125,West Java,Indramayu," 47,859,833 "," 49,804,916 "," 51,389,041 "," 52,858,951 "," 55,464,114 "," 56,663,300 "," 56,706,183 "," 57,515,011 "," 58,287,977 "," 60,153,183 "," 59,200,002 "," 59,544,866 ",,,,,,,,
126,Papua,Intan Jaya," 326,838 "," 409,473 "," 478,826 "," 532,807 "," 589,836 "," 649,346 "," 695,897 "," 721,390 "," 741,540 "," 761,705 "," 758,845 "," 767,521 ",,,,,,,,
127,Papua,Jayapura," 4,457,371 "," 4,968,321 "," 5,522,701 "," 6,086,193 "," 6,772,033 "," 7,445,582 "," 8,081,233 "," 8,647,527 "," 9,312,179 "," 9,978,844 "," 9,729,656 "," 10,105,529 ",,,,,,,,
128,Papua,Jayawijaya," 2,758,216 "," 2,928,556 "," 3,153,312 "," 3,383,965 "," 3,623,141 "," 3,850,839 "," 4,030,520 "," 4,252,443 "," 4,521,863 "," 4,746,650 "," 4,592,938 "," 4,650,821 ",,,,,,,,
129,East Java,Jember," 33,375,473 "," 35,208,171 "," 37,261,961 "," 39,519,233 "," 41,971,678 "," 44,222,564 "," 46,533,560 "," 48,912,960 "," 51,370,517 "," 54,200,041 "," 52,586,558 "," 54,688,719 ",,,,,,,,
130,Bali,Jembrana," 5,665,580 "," 5,999,303 "," 6,365,858 "," 6,727,786 "," 7,134,968 "," 7,576,314 "," 8,027,935 "," 8,452,028 "," 8,924,376 "," 9,420,445 "," 8,951,350 "," 8,892,801 ",,,,,,,,
131,South Sulawesi ,Jeneponto," 3,556,089 "," 3,856,301 "," 4,147,461 "," 4,422,901 "," 4,773,644 "," 5,085,916 "," 5,508,828 "," 5,963,562 "," 6,338,741 "," 6,685,623 "," 6,696,419 "," 7,058,350 ",,,,,,,,
132,Central Java,Jepara," 13,347,321 "," 14,004,325 "," 14,824,996 "," 15,623,739 "," 16,374,715 "," 17,210,366 "," 18,080,635 "," 19,055,336 "," 20,170,255 "," 21,384,283 "," 20,973,089 "," 21,944,232 ",,,,,,,,
133,East Java,Jombang," 17,350,781 "," 18,384,974 "," 19,514,847 "," 20,672,305 "," 21,793,191 "," 22,960,247 "," 24,199,072 "," 25,497,001 "," 26,846,145 "," 28,216,180 "," 27,657,585 "," 28,553,448 ",,,,,,,,
134,West Papua ,Kaimana," 1,126,866 "," 1,162,247 "," 1,273,145 "," 1,364,024 "," 1,438,384 "," 1,509,905 "," 1,557,819 "," 1,647,556 "," 1,739,446 "," 1,803,959 "," 1,752,822 "," 1,716,001 ",,,,,,,,
135,Riau,Kampar," 37,822,020 "," 39,378,306 "," 41,668,547 "," 44,297,583 "," 45,816,466 "," 46,314,067 "," 47,610,214 "," 49,022,012 "," 49,958,841 "," 51,888,831 "," 51,419,295 "," 53,193,864 ",,,,,,,,
136,Central Kalimantan,Kapuas," 5,963,915 "," 6,313,069 "," 6,722,380 "," 7,179,967 "," 7,682,852 "," 8,241,408 "," 8,842,070 "," 9,515,602 "," 10,182,439 "," 10,911,518 "," 10,797,987 "," 44,236,766 ",,,,,,,,
137,West Kalimantan,Kapuas Hulu," 4,244,540 "," 4,419,349 "," 4,629,366 "," 4,871,343 "," 5,065,318 "," 5,301,109 "," 5,580,747 "," 5,881,743 "," 6,155,952 "," 6,389,997 "," 6,234,479 "," 6,510,868 ",,,,,,,,
138,Central Java,Karanganyar," 16,393,789 "," 17,205,064 "," 18,219,457 "," 19,256,516 "," 20,262,444 "," 21,286,287 "," 22,436,294 "," 23,731,952 "," 25,150,278 "," 26,599,744 "," 26,103,228 "," 27,039,608 ",,,,,,,,
139,Bali,Karangasem," 6,749,932 "," 7,116,364 "," 7,538,033 "," 8,002,149 "," 8,482,885 "," 8,991,746 "," 9,524,226 "," 10,006,135 "," 10,550,245 "," 11,130,343 "," 10,630,367 "," 10,570,603 ",,,,,,,,
140,West Java,Karawang," 99,641,320 "," 106,174,676 "," 111,424,084 "," 120,294,864 "," 126,748,693 "," 132,453,568 "," 141,125,537 "," 148,358,445 "," 157,317,843 "," 163,946,848 "," 157,710,593 "," 166,941,492 ",,,,,,,,
141,Riau Islands,Karimun," 5,486,362 "," 5,872,368 "," 6,297,817 "," 6,744,254 "," 7,207,305 "," 7,678,539 "," 8,152,070 "," 8,583,141 "," 9,016,343 "," 9,456,919 "," 9,117,119 "," 9,332,771 ",,,,,,,,
142,North Sumatera,Karo," 9,231,179 "," 9,761,553 "," 10,258,345 "," 10,765,985 "," 11,314,387 "," 11,880,928 "," 12,494,867 "," 13,145,851 "," 13,744,174 "," 14,376,277 "," 14,261,471 "," 14,582,333 ",,,,,,,,
143,Central Kalimantan,Katingan," 2,932,756 "," 3,112,729 "," 3,306,736 "," 3,516,159 "," 3,746,349 "," 3,990,905 "," 4,251,998 "," 4,531,079 "," 4,829,628 "," 5,110,221 "," 4,947,506 "," 10,549,001 ",,,,,,,,
144,Bengkulu,Kaur," 1,434,611 "," 1,507,503 "," 1,589,693 "," 1,686,566 "," 1,767,847 "," 1,855,582 "," 1,953,631 "," 2,051,247 "," 2,153,486 "," 2,260,793 "," 2,263,549 "," 2,333,305 ",,,,,,,,
145,West Kalimantan,Kayong Utara," 1,588,755 "," 1,669,034 "," 1,765,449 "," 1,858,129 "," 1,963,337 "," 2,062,087 "," 2,185,465 "," 2,302,835 "," 2,416,580 "," 2,536,742 "," 2,517,551 "," 2,633,239 ",,,,,,,,
146,Central Java,Kebumen," 12,311,422 "," 13,068,986 "," 13,707,057 "," 14,333,334 "," 15,163,092 "," 16,115,554 "," 16,923,720 "," 17,794,789 "," 18,778,049 "," 19,815,063 "," 19,527,665 "," 20,253,059 ",,,,,,,,
147,East Java,Kediri," 18,254,461 "," 19,354,905 "," 20,538,323 "," 21,733,458 "," 22,889,972 "," 24,007,724 "," 25,211,901 "," 26,446,174 "," 27,786,420 "," 29,193,722 "," 28,490,953 "," 29,361,672 ",,,,,,,,
148,Papua,Keerom," 1,094,604 "," 1,193,223 "," 1,299,654 "," 1,424,286 "," 1,549,478 "," 1,658,202 "," 1,754,130 "," 1,839,174 "," 1,916,264 "," 1,991,014 "," 1,993,546 "," 2,046,026 ",,,,,,,,
149,Central Java,Kendal," 18,798,278 "," 20,032,434 "," 21,075,717 "," 22,386,124 "," 23,536,834 "," 24,762,325 "," 26,139,415 "," 27,649,777 "," 29,245,665 "," 30,916,387 "," 30,449,024 "," 31,632,276 ",,,,,,,,
150,Bengkulu,Kepahiang," 1,705,744 "," 1,814,120 "," 1,929,216 "," 2,049,378 "," 2,170,023 "," 2,292,650 "," 2,421,727 "," 2,545,973 "," 2,673,149 "," 2,803,865 "," 2,805,556 "," 2,894,350 ",,,,,,,,
151,West Sumatera,Kepulauan Mentawai," 1,905,952 "," 2,006,549 "," 2,114,319 "," 2,236,274 "," 2,360,746 "," 2,483,572 "," 2,608,127 "," 2,741,550 "," 2,875,664 "," 3,011,724 "," 2,956,007 "," 3,040,969 ",,,,,,,,
152,Riau Islands,Kepulauan Anambas," 10,962,794 "," 11,162,013 "," 11,595,839 "," 11,964,652 "," 12,407,907 "," 12,784,246 "," 13,155,244 "," 13,142,455 "," 12,063,353 "," 12,047,346 "," 11,104,449 "," 11,108,487 ",,,,,,,,
153,Maluku,Kepulauan Aru," 1,348,409 "," 1,419,145 "," 1,530,371 "," 1,624,365 "," 1,734,152 "," 1,821,139 "," 1,916,829 "," 2,030,357 "," 2,153,278 "," 2,278,619 "," 2,277,797 "," 2,356,727 ",,,,,,,,
154,Riau,Kepulauan Meranti," 8,690,279 "," 9,287,925 "," 9,909,809 "," 10,329,760 "," 10,788,977 "," 11,096,269 "," 11,451,080 "," 11,827,313 "," 12,304,367 "," 12,629,433 "," 12,683,872 "," 13,008,808 ",,,,,,,,
155,North Sulawesi ,Kepulauan Sangihe," 1,867,627 "," 1,940,811 "," 2,048,629 "," 2,163,380 "," 2,281,136 "," 2,419,696 "," 2,566,764 "," 2,706,571 "," 2,855,316 "," 3,010,133 "," 3,024,283 "," 44,236,766 ",,,,,,,,
156,South Sulawesi ,Kepulauan Selayar," 1,807,293 "," 1,967,829 "," 2,122,812 "," 2,296,375 "," 2,503,349 "," 2,724,399 "," 2,924,716 "," 3,147,389 "," 3,422,670 "," 3,685,668 "," 3,620,195 "," 3,765,558 ",,,,,,,,
157,Jakarta Special Region,Kepulauann Seribu," 3,584,570 "," 3,737,994 "," 3,753,239 "," 3,782,748 "," 3,796,477 "," 3,807,888 "," 3,815,300 "," 3,863,751 "," 3,936,012 "," 3,898,736 "," 3,706,255 "," 3,648,800 ",,,,,,,,
158,North Maluku ,Kepulauan Sula," 989,624 "," 1,049,149 "," 1,114,242 "," 1,181,706 "," 1,254,125 "," 1,327,814 "," 1,395,650 "," 1,463,030 "," 1,544,537 "," 1,639,595 "," 1,641,280 "," 1,662,746 ",,,,,,,,
159,North Sulawesi ,Kepulauan Talaud," 1,047,200 "," 1,079,324 "," 1,132,903 "," 1,191,788 "," 1,253,543 "," 1,319,041 "," 1,388,746 "," 1,459,636 "," 1,532,887 "," 1,604,808 "," 1,611,742 "," 13,037,365 ",,,,,,,,
160,Papua,Kepulauan Yapen," 1,749,767 "," 1,867,582 "," 1,967,651 "," 2,112,371 "," 2,258,852 "," 2,400,151 "," 2,530,005 "," 2,647,456 "," 2,767,986 "," 2,898,819 "," 2,767,493 "," 2,870,900 ",,,,,,,,
161,Jambi,Kerinci," 3,639,538 "," 3,865,496 "," 4,155,506 "," 4,411,406 "," 4,811,384 "," 5,120,000 "," 5,464,048 "," 5,784,485 "," 6,069,601 "," 6,326,541 "," 6,567,278 "," 6,822,791 ",,,,,,,,
162,West Kalimantan,Ketapang," 10,585,711 "," 11,384,047 "," 11,913,623 "," 12,476,378 "," 12,820,507 "," 13,529,100 "," 14,607,935 "," 15,661,142 "," 16,887,779 "," 17,999,835 "," 17,911,872 "," 18,848,703 ",,,,,,,,
163,Central Java,Klaten," 17,002,050 "," 18,071,351 "," 19,102,403 "," 20,241,429 "," 21,424,522 "," 22,558,976 "," 23,725,741 "," 24,993,103 "," 26,360,650 "," 27,805,994 "," 27,480,359 "," 28,531,109 ",,,,,,,,
164,Bali,Klungkung," 3,580,196 "," 3,798,863 "," 4,036,356 "," 4,280,453 "," 4,536,345 "," 4,813,393 "," 5,115,609 "," 5,387,614 "," 5,682,943 "," 5,990,940 "," 5,608,693 "," 5,595,883 ",,,,,,,,
165,South East Sulawesi ,Kolaka," 11,045,547 "," 12,644,473 "," 14,722,380 "," 13,521,675 "," 13,587,196 "," 14,476,905 "," 15,219,394 "," 16,799,890 "," 17,781,514 "," 18,873,156 "," 18,231,970 "," 18,964,435 ",,,,,,,,
166,South East Sulawesi ,Kolaka Timur, - , - , - ," 2,256,163 "," 2,455,735 "," 2,607,699 "," 2,800,746 "," 2,943,933 "," 3,084,374 "," 3,266,772 "," 3,256,576 "," 3,413,957 ",,,,,,,,
167,South East Sulawesi ,Kolaka Utara," 3,172,451 "," 3,477,622 "," 3,889,665 "," 4,228,093 "," 4,581,377 "," 4,904,226 "," 5,280,490 "," 5,598,714 "," 5,967,485 "," 6,331,382 "," 6,360,262 "," 6,529,384 ",,,,,,,,
168,South East Sulawesi ,Konawe," 4,004,281 "," 4,339,138 "," 4,757,520 "," 4,383,570 "," 4,733,358 "," 5,022,745 "," 5,300,571 "," 5,576,946 "," 6,173,935 "," 6,904,785 "," 7,380,388 "," 7,954,408 ",,,,,,,,
169,South East Sulawesi ,Konawe Kepulauan, - , - , - ," 681,546 "," 733,949 "," 791,129 "," 852,992 "," 913,548 "," 981,375 "," 1,053,579 "," 1,046,986 "," 1,071,110 ",,,,,,,,
170,South East Sulawesi ,Konawe Selatan," 4,462,860 "," 4,859,949 "," 5,346,779 "," 5,718,371 "," 6,127,460 "," 6,625,380 "," 7,086,106 "," 7,560,429 "," 7,988,722 "," 8,443,366 "," 8,256,315 "," 8,649,172 ",,,,,,,,
171,South East Sulawesi ,Konawe Utara," 1,610,764 "," 1,756,433 "," 1,907,058 "," 2,040,836 "," 2,105,153 "," 2,247,307 "," 2,374,009 "," 2,516,556 "," 2,677,018 "," 2,848,572 "," 2,828,034 "," 2,957,876 ",,,,,,,,
172,Maluku,Kota Ambon," 5,911,770 "," 6,333,577 "," 6,861,335 "," 7,274,166 "," 7,704,150 "," 8,210,004 "," 8,715,004 "," 9,252,475 "," 9,827,385 "," 10,394,972 "," 10,192,381 "," 10,607,998 ",,,,,,,,
173,East Kalimantan,Kota Balikpapan," 57,611,961 "," 60,260,221 "," 63,615,144 "," 65,907,250 "," 68,963,949 "," 69,785,745 "," 73,221,462 "," 76,032,079 "," 79,807,109 "," 83,793,414 "," 83,034,711 "," 5,974,137 ",,,,,,,,
174,Aceh,Kota Banda Aceh," 10,062,081 "," 10,518,849 "," 11,079,680 "," 11,597,228 "," 12,118,527 "," 12,724,949 "," 13,480,110 "," 13,937,101 "," 14,556,917 "," 15,157,978 "," 14,644,288 "," 15,449,901 ",,,,,,,,
175,Lampung,Kota Bandar Lampung," 22,409,557 "," 23,818,685 "," 25,403,655 "," 27,123,918 "," 29,036,173 "," 30,873,560 "," 32,859,032 "," 34,921,076 "," 37,084,488 "," 39,373,235 "," 38,632,203 "," 39,838,168 ",,,,,,,,
176,West Java,Kota Bandung," 102,154,915 "," 110,234,437 "," 119,632,250 "," 129,005,462 "," 138,960,941 "," 149,580,379 "," 161,227,832 "," 172,851,961 "," 185,084,176 "," 197,642,888 "," 193,144,954 "," 200,414,035 ",,,,,,,,
177,West Java,Kota Banjar," 2,026,316 "," 2,137,132 "," 2,250,796 "," 2,373,512 "," 2,491,637 "," 2,624,237 "," 2,772,840 "," 2,919,724 "," 3,067,110 "," 3,221,445 "," 3,251,758 "," 3,371,782 ",,,,,,,,
178,South Kalimantan,Kota Banjar Baru," 3,475,510 "," 3,683,619 "," 3,924,617 "," 4,183,368 "," 4,462,827 "," 4,771,071 "," 5,101,947 "," 5,456,867 "," 5,833,184 "," 6,232,665 "," 6,118,387 "," 5,706,508 ",,,,,,,,
179,South Kalimantan,Kota Banjarmasin," 13,067,090 "," 13,740,231 "," 14,588,857 "," 15,600,542 "," 16,553,886 "," 17,511,611 "," 18,611,319 "," 19,801,580 "," 21,065,062 "," 22,348,713 "," 21,929,240 "," 4,819,885 ",,,,,,,,
180,South Kalimantan,Kota Baru," 11,443,592 "," 12,168,987 "," 12,963,672 "," 13,640,415 "," 14,276,616 "," 14,749,943 "," 15,376,929 "," 16,148,141 "," 16,938,100 "," 17,637,051 "," 17,304,869 "," 20,905,989 ",,,,,,,,
181,Riau Islands,Kota Batam," 63,640,191 "," 68,621,399 "," 73,698,073 "," 78,991,103 "," 84,644,069 "," 90,457,744 "," 95,369,705 "," 97,862,556 "," 102,718,600 "," 108,800,353 "," 106,029,655 "," 111,068,955 ",,,,,,,,
182,East Java,Kota Batu," 6,504,388 "," 6,967,980 "," 7,473,627 "," 8,018,625 "," 8,572,129 "," 9,145,948 "," 9,750,908 "," 10,390,844 "," 11,065,989 "," 11,786,650 "," 11,025,814 "," 11,471,435 ",,,,,,,,
183,South East Sulawesi ,Kota Baubau," 3,285,316 "," 3,598,197 "," 3,951,825 "," 4,267,642 "," 4,635,827 "," 5,045,447 "," 5,450,872 "," 5,825,475 "," 6,216,222 "," 6,626,113 "," 6,572,252 "," 6,844,689 ",,,,,,,,
184,West Java,Kota Bekasi," 41,283,495 "," 43,946,084 "," 46,907,333 "," 49,741,127 "," 52,534,090 "," 55,456,075 "," 58,831,077 "," 62,202,006 "," 65,845,093 "," 69,406,530 "," 67,619,239 "," 69,796,936 ",,,,,,,,
185,Bengkulu,Kota Bengkulu," 9,004,459 "," 9,657,223 "," 10,327,321 "," 10,956,459 "," 11,627,451 "," 12,327,029 "," 13,082,472 "," 13,796,915 "," 14,552,353 "," 15,339,352 "," 15,301,488 "," 15,833,195 ",,,,,,,,
186,West Nusa Tenggara ,Kota Bima," 1,857,963 "," 1,953,159 "," 2,062,497 "," 2,177,543 "," 2,305,834 "," 2,438,487 "," 2,579,583 "," 2,751,187 "," 2,880,587 "," 3,029,041 "," 2,879,228 "," 2,939,059 ",,,,,,,,
187,North Sumatera,Kota Binjai," 4,960,425 "," 5,236,274 "," 5,553,626 "," 5,890,967 "," 6,234,288 "," 6,571,204 "," 6,935,554 "," 7,309,572 "," 7,708,593 "," 8,133,536 "," 7,984,457 "," 8,162,776 ",,,,,,,,
188,North Sulawesi ,Kota Bitung," 6,845,770 "," 7,247,816 "," 7,715,400 "," 8,229,152 "," 8,755,305 "," 9,064,842 "," 9,537,545 "," 10,127,353 "," 10,735,834 "," 11,171,831 "," 11,325,096 "," 5,706,508 ",,,,,,,,
189,East Java,Kota Blitar," 2,854,956 "," 3,038,437 "," 3,236,606 "," 3,446,832 "," 3,649,649 "," 3,856,908 "," 4,079,259 "," 4,315,015 "," 4,566,201 "," 4,832,892 "," 4,722,554 "," 4,924,572 ",,,,,,,,
190,West Java,Kota Bogor," 18,775,589 "," 19,944,168 "," 21,203,570 "," 22,484,668 "," 23,835,311 "," 25,298,604 "," 27,002,252 "," 28,654,971 "," 30,413,575 "," 32,295,729 "," 32,162,742 "," 33,372,476 ",,,,,,,,
191,West Sumatera,Kota Bukittinggi," 3,598,797 "," 3,819,054 "," 4,069,018 "," 4,324,424 "," 4,592,478 "," 4,874,255 "," 5,168,976 "," 5,483,398 "," 5,812,391 "," 6,152,077 "," 6,045,085 "," 6,263,040 ",,,,,,,,
192,Banten,Kota Cilegon," 44,676,529 "," 47,633,318 "," 51,300,206 "," 54,732,934 "," 57,261,923 "," 59,982,732 "," 62,981,047 "," 66,444,529 "," 70,502,082 "," 74,228,641 "," 73,319,125 "," 77,163,936 ",,,,,,,,
193,West Java,Kota Cimahi," 13,571,610 "," 14,318,600 "," 15,212,150 "," 16,072,355 "," 16,955,240 "," 17,876,441 "," 18,882,155 "," 19,907,130 "," 21,192,604 "," 22,856,042 "," 22,340,562 "," 23,275,779 ",,,,,,,,
194,West Java,Kota Cirebon," 10,093,709 "," 10,677,433 "," 11,309,383 "," 11,863,885 "," 12,541,219 "," 13,269,243 "," 14,077,046 "," 14,893,139 "," 15,817,178 "," 16,812,489 "," 16,648,213 "," 17,155,749 ",,,,,,,,
195,Bali,Kota Denpasar," 20,309,166 "," 21,763,406 "," 23,397,174 "," 25,026,209 "," 26,778,585 "," 28,422,698 "," 30,273,394 "," 32,105,350 "," 34,166,036 "," 36,154,417 "," 32,740,224 "," 32,439,606 ",,,,,,,,
196,West Java,Kota Depok," 26,601,854 "," 28,412,629 "," 30,703,249 "," 32,805,891 "," 35,192,762 "," 37,529,475 "," 40,263,233 "," 42,981,283 "," 45,978,885 "," 49,076,577 "," 48,135,928 "," 49,947,235 ",,,,,,,,
197,Riau,Kota Dumai," 17,495,472 "," 18,242,262 "," 18,909,846 "," 19,605,668 "," 20,132,376 "," 20,541,694 "," 21,391,569 "," 22,344,834 "," 23,538,467 "," 24,856,902 "," 24,597,988 "," 26,068,280 ",,,,,,,,
198,Gorontalo,Kota Gorontalo," 3,219,608 "," 3,470,379 "," 3,743,753 "," 4,039,670 "," 4,360,215 "," 4,675,547 "," 5,021,773 "," 5,394,643 "," 5,772,119 "," 6,173,366 "," 6,172,398 "," 6,347,376 ",,,,,,,,
199,North Sumatera,Kota Gunungsitoli," 2,016,680 "," 2,143,603 "," 2,276,148 "," 2,417,719 "," 2,564,368 "," 2,712,864 "," 2,876,340 "," 3,049,125 "," 3,232,969 "," 3,428,449 "," 3,441,648 "," 3,519,128 ",,,,,,,,
200,Jakarta Special Region,Kota Jakarta Barat," 182,020,885 "," 194,609,504 "," 208,109,600 "," 221,960,378 "," 235,186,462 "," 249,328,637 "," 264,434,926 "," 281,570,445 "," 299,452,402 "," 318,927,929 "," 316,172,607 "," 327,599,160 ",,,,,,,,
201,Jakarta Special Region,Kota Jakarta Pusat," 258,419,705 "," 276,997,678 "," 296,540,046 "," 314,562,245 "," 332,896,524 "," 355,092,532 "," 377,781,738 "," 400,474,897 "," 424,204,369 "," 452,521,529 "," 449,518,144 "," 459,971,274 ",,,,,,,,
202,Jakarta Special Region,Kota Jakarta Selatan," 241,225,134 "," 258,049,207 "," 275,317,710 "," 292,545,903 "," 310,185,286 "," 329,155,038 "," 349,251,708 "," 371,253,513 "," 394,429,958 "," 421,300,849 "," 419,257,189 "," 429,259,255 ",,,,,,,,
203,Jakarta Special Region,Kota Jakarta Timur," 186,512,337 "," 198,226,284 "," 210,383,750 "," 222,785,517 "," 236,464,308 "," 249,476,978 "," 264,810,039 "," 281,363,140 "," 298,530,651 "," 313,540,959 "," 299,515,155 "," 313,808,697 ",,,,,,,,
204,Jakarta Special Region,Kota Jakarta Utara," 203,420,850 "," 216,349,996 "," 229,401,777 "," 242,743,312 "," 256,807,476 "," 271,155,620 "," 283,654,319 "," 301,779,315 "," 320,658,348 "," 332,807,592 "," 312,100,576 "," 330,890,182 ",,,,,,,,
205,Jambi,Kota Jambi," 11,070,370 "," 11,932,756 "," 12,848,141 "," 13,939,735 "," 15,080,230 "," 15,851,954 "," 16,936,442 "," 17,728,339 "," 18,667,873 "," 19,550,812 "," 18,721,127 "," 19,494,089 ",,,,,,,,
206,Papua,Kota Jayapura," 11,330,886 "," 12,538,781 "," 13,772,288 "," 15,198,098 "," 16,746,770 "," 18,166,640 "," 19,480,404 "," 20,652,969 "," 21,778,321 "," 22,857,302 "," 22,117,777 "," 22,818,571 ",,,,,,,,
